title,price,model,type,star_rating,reviews
"HP 2023 Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s-ey1509AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹29,990",15s-ey1509AU,Thin and Light Laptop,4.1,"It's ok and value for money, and no problem will come during small office work. It's good for normal work.READ MORE"
"HP 2023 Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s-ey1509AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹29,990",15s-ey1509AU,Thin and Light Laptop,4.1,The product is good now let's see how will it go far.Display quality is poor.Battery performance is goodREAD MORE
"HP 2023 Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s-ey1509AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹29,990",15s-ey1509AU,Thin and Light Laptop,4.1,Don't buy...READ MORE
"HP 2023 Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s-ey1509AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹29,990",15s-ey1509AU,Thin and Light Laptop,4.1,Very disappointed i didn't expect from Flip kart and also facing heat issue in LaptopREAD MORE
"HP 2023 Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s-ey1509AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹29,990",15s-ey1509AU,Thin and Light Laptop,4.1,GoodREAD MORE
"HP 2023 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1580AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹33,490",15s- eq1580AU,Thin and Light Laptop,4.2,This is my first laptop gifted by my father so its a special one❤️READ MORE
"HP 2023 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1580AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹33,490",15s- eq1580AU,Thin and Light Laptop,4.2,I am using this laptop for coding. nice product 😍READ MORE
"HP 2023 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1580AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹33,490",15s- eq1580AU,Thin and Light Laptop,4.2,GoodREAD MORE
"HP 2023 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1580AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹33,490",15s- eq1580AU,Thin and Light Laptop,4.2,Very good laptop at this priceREAD MORE
"HP 2023 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1580AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹33,490",15s- eq1580AU,Thin and Light Laptop,4.2,Good one🤟READ MORE
"HP 2023 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1580AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹33,490",15s- eq1580AU,Thin and Light Laptop,4.2,Nice & fastREAD MORE
"HP 2023 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1580AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹33,490",15s- eq1580AU,Thin and Light Laptop,4.2,Diaplay is not good. And battery indicator always shown 99% hp slove this problem.Performance is good in this price range.If you buy this for normal use if you are a student you can buy this.READ MORE
"HP 2023 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1580AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹33,490",15s- eq1580AU,Thin and Light Laptop,4.2,This is my first lappy thanku Flipkart ☺️☺️READ MORE
"HP 2023 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1580AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹33,490",15s- eq1580AU,Thin and Light Laptop,4.2,This is my first laptop 😅 loved it 😍❤️ thank you flipkart for this lovely product 😁 this is awesome laptop... Value of money is 5 star ✨READ MORE
"HP 2023 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1580AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹33,490",15s- eq1580AU,Thin and Light Laptop,4.2,Amazing product..value for moneyREAD MORE
"Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook Pro-BLU Thin and Light Laptop  (14 Inch, Blue, 1.48 Kg)","₹46,990",WL-Nuvobook Pro-BLU,Thin and Light Laptop,4.1,Awesome product by WINGSNo complaintsPros1. Nice alloy metal build2. Fast and strong processor3. Nice slim design4. Easy to handle (light weight)Cons1. But small display screen2. Not upgradable (Ram and so on)READ MORE
"Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook Pro-BLU Thin and Light Laptop  (14 Inch, Blue, 1.48 Kg)","₹46,990",WL-Nuvobook Pro-BLU,Thin and Light Laptop,4.1,Nice first impressionREAD MORE
"Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook Pro-BLU Thin and Light Laptop  (14 Inch, Blue, 1.48 Kg)","₹46,990",WL-Nuvobook Pro-BLU,Thin and Light Laptop,4.1,"All are very good in this price specially designe is very slim and it's battery capacity is very good approx 4 hours may be more than that, There is no heating problem, after full charge. Actually I got this laptop today so I am inhaling the all aspects and will update very soon.READ MORE"
"Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook Pro-BLU Thin and Light Laptop  (14 Inch, Blue, 1.48 Kg)","₹46,990",WL-Nuvobook Pro-BLU,Thin and Light Laptop,4.1,There is charging problem in this laptop plugged in but charging is not working I changed my adapter also but I am not getting any changesREAD MORE
"Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook Pro-BLU Thin and Light Laptop  (14 Inch, Blue, 1.48 Kg)","₹46,990",WL-Nuvobook Pro-BLU,Thin and Light Laptop,4.1,"This is really greate product performance is very good , I am using this since 6 day doing coding work and data base processing it is working good. it is light weight , it is good laptop if you are ok with 14 inch.READ MORE"
"Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook Pro-BLU Thin and Light Laptop  (14 Inch, Blue, 1.48 Kg)","₹46,990",WL-Nuvobook Pro-BLU,Thin and Light Laptop,4.1,"Very nice product, must buyREAD MORE"
"Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook Pro-BLU Thin and Light Laptop  (14 Inch, Blue, 1.48 Kg)","₹46,990",WL-Nuvobook Pro-BLU,Thin and Light Laptop,4.1,Got my nuvobook pro today! I trusted wings for this one. The build quality is awesome. Performance is top notch.READ MORE
"Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook Pro-BLU Thin and Light Laptop  (14 Inch, Blue, 1.48 Kg)","₹46,990",WL-Nuvobook Pro-BLU,Thin and Light Laptop,4.1,Only 4 core processors and a very small display screenREAD MORE
"Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook Pro-BLU Thin and Light Laptop  (14 Inch, Blue, 1.48 Kg)","₹46,990",WL-Nuvobook Pro-BLU,Thin and Light Laptop,4.1,Excellent 👌READ MORE
"Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook Pro-BLU Thin and Light Laptop  (14 Inch, Blue, 1.48 Kg)","₹46,990",WL-Nuvobook Pro-BLU,Thin and Light Laptop,4.1,No keyboard lightREAD MORE
"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","₹43,990",15s- eq2144au,Thin and Light Laptop,4.3,As I expected! This product is osm...go for it....READ MORE
"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","₹43,990",15s- eq2144au,Thin and Light Laptop,4.3,"Very ligh weight laptop, processor is fast, slim design , Overall good productREAD MORE"
"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","₹43,990",15s- eq2144au,Thin and Light Laptop,4.3,Everything is fine except the build qualityIt could be better at this price rangeI don't know why ppl are blaming it for its battery performance it has a decent battery with 6-7 hr battery life.I will update my review after 15 days of useREAD MORE
"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","₹43,990",15s- eq2144au,Thin and Light Laptop,4.3,Excellent design & display.Performance is Very good.Battery life is average.All over a Great purchase !!!~a happy customer:)READ MORE
"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","₹43,990",15s- eq2144au,Thin and Light Laptop,4.3,Amazing laptop.....Nice performance....Like it👍👍👍READ MORE
"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","₹43,990",15s- eq2144au,Thin and Light Laptop,4.3,Excellent 👍👍👍READ MORE
"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","₹43,990",15s- eq2144au,Thin and Light Laptop,4.3,Nice productREAD MORE
"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","₹43,990",15s- eq2144au,Thin and Light Laptop,4.3,"Every thing is nice and clean, ryzen 5500U provide beast performance while doing heavy tasks in power bi, premiere,ps. ms office is cheery on top for students. The only problem is there is no backlit keyboard, or else it's pretty good you should go for it if you find it near 45-48k.READ MORE"
"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","₹43,990",15s- eq2144au,Thin and Light Laptop,4.3,Such a nice product..... performance is very well ....I like it.....I recommend to buy this laptop in this price rangeREAD MORE
"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","₹43,990",15s- eq2144au,Thin and Light Laptop,4.3,"Used it for 2 days -PC boots up in 6 seconds.After battery calibration - battery performance is absolutely great.Got free microsoft office, 100gb free on Dropbox, mcafee security for a monthIf you are buying pc for college, assignments or learn basics computer language - go for it.Camera is not really good.Haven't played games yet, waiting for weekend. Will try a few.READ MORE"
"Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows 11 Home) WL-Nuvobook S1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹29,990",WL-Nuvobook S1-GRN,Thin and Light Laptop,4.2,"For this price point, this Wings Nuvobook S1 laptop delivers excellent value. It's snappy and responsive for everyday tasks, and the battery life is surprisingly very good. The build quality is Excellent and the keyboard is comfortable to type on. If you're on a budget and need a reliable laptop, this is a solid choice.READ MORE"
"Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows 11 Home) WL-Nuvobook S1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹29,990",WL-Nuvobook S1-GRN,Thin and Light Laptop,4.2,"If you want budget or best laptop in this price segment then you can buy this laptop. My experience with this laptop was fabulous 👌.  Overall performance like Reboot timing, Performance, Display, Windows Experience, Speed and last but not least Design are fantastic. Close your eyes and go for it.❤READ MORE"
"Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows 11 Home) WL-Nuvobook S1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹29,990",WL-Nuvobook S1-GRN,Thin and Light Laptop,4.2,Very good for normal useREAD MORE
"Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows 11 Home) WL-Nuvobook S1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹29,990",WL-Nuvobook S1-GRN,Thin and Light Laptop,4.2,GoodREAD MORE
"Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows 11 Home) WL-Nuvobook S1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹29,990",WL-Nuvobook S1-GRN,Thin and Light Laptop,4.2,Excellent 👌👍READ MORE
"Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows 11 Home) WL-Nuvobook S1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹29,990",WL-Nuvobook S1-GRN,Thin and Light Laptop,4.2,Value of moneyREAD MORE
"Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows 11 Home) WL-Nuvobook S1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹29,990",WL-Nuvobook S1-GRN,Thin and Light Laptop,4.2,"Worst product I had ever seen, After one day of using it's display got damaged and they also don't have return policy so I had no more other options than replacement. Before buying please ensure that the laptop have return policy. In my opinion please don't buy this laptop it's totally waste of hard earned moneyREAD MORE"
"Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows 11 Home) WL-Nuvobook S1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹29,990",WL-Nuvobook S1-GRN,Thin and Light Laptop,4.2,Very good productREAD MORE
"Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows 11 Home) WL-Nuvobook S1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹29,990",WL-Nuvobook S1-GRN,Thin and Light Laptop,4.2,"Just arrived today, build quality is good. So far looks promising.READ MORE"
"Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows 11 Home) WL-Nuvobook S1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹29,990",WL-Nuvobook S1-GRN,Thin and Light Laptop,4.2,Good looking good performance good battery bekupREAD MORE
"HP 255 G9 840T7PA Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) 255 G8 Thin and Light Laptop  (15.6 Inch, Jet Black, 2.5 Kg)","₹19,890",255,Thin and Light Laptop,3.9,Overall average product for normally daily working.READ MORE
"HP 255 G9 840T7PA Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) 255 G8 Thin and Light Laptop  (15.6 Inch, Jet Black, 2.5 Kg)","₹19,890",255,Thin and Light Laptop,3.9,Worth for students ✨💗READ MORE
"HP 255 G9 840T7PA Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) 255 G8 Thin and Light Laptop  (15.6 Inch, Jet Black, 2.5 Kg)","₹19,890",255,Thin and Light Laptop,3.9,Good productREAD MORE
"HP 255 G9 840T7PA Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) 255 G8 Thin and Light Laptop  (15.6 Inch, Jet Black, 2.5 Kg)","₹19,890",255,Thin and Light Laptop,3.9,Nice 👍READ MORE
"HP 255 G9 840T7PA Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) 255 G8 Thin and Light Laptop  (15.6 Inch, Jet Black, 2.5 Kg)","₹19,890",255,Thin and Light Laptop,3.9,GoodREAD MORE
"HP 255 G9 840T7PA Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) 255 G8 Thin and Light Laptop  (15.6 Inch, Jet Black, 2.5 Kg)","₹19,890",255,Thin and Light Laptop,3.9,Worth for money . It's a basic laptop at this low cost . It will be really useful for school and college students.READ MORE
"HP 255 G9 840T7PA Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) 255 G8 Thin and Light Laptop  (15.6 Inch, Jet Black, 2.5 Kg)","₹19,890",255,Thin and Light Laptop,3.9,HP Laptop is an excellent budget laptop for general use....READ MORE
"HP 255 G9 840T7PA Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) 255 G8 Thin and Light Laptop  (15.6 Inch, Jet Black, 2.5 Kg)","₹19,890",255,Thin and Light Laptop,3.9,Mast quality and beautiful laptopREAD MORE
"HP 255 G9 840T7PA Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) 255 G8 Thin and Light Laptop  (15.6 Inch, Jet Black, 2.5 Kg)","₹19,890",255,Thin and Light Laptop,3.9,"The laptop is fine but its display looks negative, not HD.READ MORE"
"HP 255 G9 840T7PA Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) 255 G8 Thin and Light Laptop  (15.6 Inch, Jet Black, 2.5 Kg)","₹19,890",255,Thin and Light Laptop,3.9,Nice 👍👍READ MORE
"Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook V1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹31,990",WL-Nuvobook V1-GRN,Thin and Light Laptop,4.2,1.Overall worth buying at this price range.2.Ms office available only for 5days .3.Battary back is very good.4.Very bad speaker(not able to hear properly)5.No 180 degree hinges(only 95 degree).6.built quality is good.7.Camera is also not good.READ MORE
"Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook V1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹31,990",WL-Nuvobook V1-GRN,Thin and Light Laptop,4.2,"Oh this one is happiness in a box. Such a vibrant colour and the metal body just adds to the premiumness factor.Stylish and sleek, just loved it. Display is brilliant. Excellent experience offered by an Indian Brand. Kudos to Wings!!READ MORE"
"Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook V1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹31,990",WL-Nuvobook V1-GRN,Thin and Light Laptop,4.2,nice laptop at this price.READ MORE
"Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook V1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹31,990",WL-Nuvobook V1-GRN,Thin and Light Laptop,4.2,Very good laptopREAD MORE
"Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook V1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹31,990",WL-Nuvobook V1-GRN,Thin and Light Laptop,4.2,Nice product in this price just one thing keypad backlight not available overall 10 out of 10READ MORE
"Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook V1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹31,990",WL-Nuvobook V1-GRN,Thin and Light Laptop,4.2,Nice laptop at this price 👍READ MORE
"Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook V1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹31,990",WL-Nuvobook V1-GRN,Thin and Light Laptop,4.2,Genuine OSPre Installed MS Office 365Performing pretty well with all AppsWorth every penny at this Price 😎READ MORE
"Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook V1-GRN Thin and Light Laptop  (15.6 Inch, Green, 1.60 Kg)","₹31,990",WL-Nuvobook V1-GRN,Thin and Light Laptop,4.2,Value for money. Very good display. Relatively good speakersREAD MORE
